	E1	E3
MTA2	109.0	224.0
MTA3	50.0	56.0
MTAP	45.0	78.0
MTARC2	0.0	11.0
MTBP	43.0	71.0
MTCH1	216.0	89.0
MTCH2	100.0	109.0
MTDH	384.0	507.0
MTERF1	58.0	70.0
MTERF2	7.0	6.0
MTERF3	27.0	12.0
MTERF4	51.0	35.0
MTF1	3.0	30.0
MTF2	57.0	36.0
MTFMT	38.0	37.0
MTFP1	118.0	20.0
MTFR1	99.0	88.0
MTFR1L	66.0	46.0
MTFR2	28.0	49.0
MTG1	27.0	16.0
MTG2	38.0	40.0
MTHFD1	1610.0	1589.0
MTHFD1L	10.0	5.0
MTHFD2	103.0	151.0
MTHFD2L	4.0	25.0
MTHFR	10.0	4.0
MTHFS	10.0	0.0
MTHFSD	71.0	53.0
MTIF2	20.0	37.0
MTIF3	18.0	2.0
MTLN	5.0	0.0
MTM1	92.0	98.0
MTMR1	7.0	20.0
MTMR10	66.0	86.0
MTMR12	19.0	15.0
MTMR14	104.0	171.0
MTMR2	423.0	721.0
MTMR3	167.0	283.0
MTMR4	304.0	618.0
MTMR6	146.0	441.0
MTMR8	2.0	4.0
MTMR9	24.0	37.0
MTO1	77.0	101.0
MTOR	147.0	213.0
MTPAP	15.0	16.0
MTPN	387.0	338.0
MTR	140.0	173.0
MTRES1	7.0	5.0
MTREX	704.0	967.0
MTRF1	12.0	7.0
MTRF1L	8.0	9.0
MTRFR	6.0	9.0
MTRR	160.0	365.0
MTSS1	13.0	4.0
MTTP	9.0	0.0
MTUS1	0.0	10.0
MTX1	33.0	14.0
MTX2	78.0	42.0
MTX3	18.0	34.0
MUC13	0.0	2.0
MUC15	0.0	4.0
MUC20-OT1	7.0	13.0
MUL1	71.0	77.0
MUS81	27.0	34.0
MUTYH	7.0	6.0
MVB12A	12.0	3.0
MVD	117.0	44.0
MVK	56.0	30.0
MVP	430.0	364.0
MVP_ENSG00000280893	21.0	0.0
MX1	1759.0	2113.0
MX2	531.0	272.0
MXD1	53.0	83.0
MXD3	2.0	0.0
MXI1	14.0	3.0
MYADM	7.0	0.0
MYB	7.0	10.0
MYBBP1A	480.0	963.0
MYBL2	30.0	12.0
MYBPC2	8.0	0.0
MYC	621.0	294.0
MYCBP	81.0	86.0
MYCBP2	50.0	50.0
MYCL	3.0	3.0
MYD88	341.0	338.0
MYDGF	85.0	36.0
MYEF2	20.0	8.0
MYEOV	5.0	4.0
MYG1	17.0	7.0
MYH10	14.0	18.0
MYH9	5683.0	8337.0
MYL12A	452.0	164.0
MYL12B	199.0	59.0
MYL6	273.0	130.0
MYL6B	15.0	11.0
MYL9	2.0	2.0
MYNN	104.0	144.0
MYO18A	288.0	228.0
MYO18A_TIAF1	2.0	0.0
MYO19	23.0	63.0
MYO1B	36.0	0.0
MYO1C	654.0	478.0
MYO1D	43.0	10.0
MYO1E	1525.0	873.0
MYO1F	17.0	0.0
MYO1G	1768.0	1100.0
MYO1G_ENSG00000260997	0.0	4.0
MYO3B	5.0	4.0
MYO5A	69.0	44.0
MYO5C	4.0	2.0
MYO6	183.0	199.0
MYO9A	28.0	60.0
MYO9B	52.0	219.0
MYOM1	2.0	0.0
MYOM2	3.0	3.0
MYORG	7.0	6.0
MZB1	93.0	43.0
MZF1	6.0	6.0
MZF1-AS1	0.0	3.0
MZF1-AS1_CENPBD1P1	2.0	0.0
MZT1	211.0	123.0
MZT2A	3.0	0.0
MZT2B	28.0	3.0
N4BP1	7.0	11.0
N4BP2	13.0	32.0
N4BP2L1	38.0	22.0
N4BP2L2	75.0	72.0
N4BP3	66.0	21.0
N6AMT1	10.0	9.0
NAA10	21.0	16.0
NAA15	78.0	183.0
NAA16	14.0	25.0
NAA20	43.0	16.0
NAA25	140.0	159.0
NAA30	40.0	58.0
NAA35	12.0	0.0
NAA38	13.0	3.0
NAA40	28.0	71.0
NAA50	738.0	250.0
NAA60	93.0	135.0
NAA80	8.0	3.0
NAAA	18.0	21.0
NAAA_SDAD1	2.0	0.0
NAALADL1	6.0	0.0
NAALADL2	0.0	15.0
NAALADL2-AS2	9.0	76.0
NAB1	43.0	36.0
NAB2	43.0	33.0
NABP1	9.0	22.0
NABP2	16.0	14.0
NACA	353.0	158.0
NACC1	45.0	53.0
NADK	101.0	62.0
NADK2	13.0	16.0
NADSYN1	81.0	98.0
NAE1	135.0	149.0
NAF1	74.0	107.0
NAGA	230.0	215.0
NAGK	22.0	21.0
NAGPA	24.0	24.0
NAGS	2.0	0.0
NAIF1	9.0	19.0
NAMPT	1388.0	883.0
NANP	42.0	95.0
NANS	35.0	19.0
NAP1L1	251.0	156.0
NAP1L2	6.0	21.0
NAP1L3	0.0	3.0
NAP1L4	501.0	446.0
NAP1L5	6.0	15.0
NAPA	140.0	108.0
NAPA-AS1	10.0	3.0
NAPB	76.0	99.0
NAPEPLD	5.0	31.0
NAPG	4.0	20.0
NAPRT	0.0	31.0
NAPSB	67.0	23.0
NARF	66.0	49.0
NARS1	277.0	370.0
NARS1_ENSG00000278703	2.0	0.0
NARS2	139.0	121.0
NASP	228.0	156.0
NAT1	12.0	5.0
NAT10	1013.0	1444.0
NAT9	33.0	20.0
NAV2	2.0	0.0
NAXD	87.0	98.0
NAXE	38.0	6.0
NBAS	297.0	360.0
NBDY	29.0	10.0
NBEAL1	4.0	9.0
NBEAL2	2.0	0.0
NBN	275.0	385.0
NBPF11	2.0	0.0
NBPF12	0.0	3.0
NBPF14	0.0	2.0
NBPF15	27.0	53.0
NBPF20	0.0	2.0
NBPF3	0.0	30.0
NBPF8	0.0	7.0
NBPF9	21.0	46.0
NBR1	503.0	783.0
NBR2	5.0	7.0
NCALD	18.0	227.0
NCAN	0.0	4.0
NCAPD2	1045.0	1369.0
NCAPD3	655.0	900.0
NCAPG	394.0	625.0
NCAPG2	953.0	850.0
NCAPH	171.0	135.0
NCAPH2	104.0	90.0
NCBP1	383.0	807.0
NCBP2	521.0	593.0
NCBP2AS2	28.0	10.0
NCBP3	58.0	87.0
NCDN	139.0	253.0
NCEH1	46.0	31.0
NCF1	68.0	9.0
NCF1B	52.0	19.0
NCF1C	47.0	308.0
NCF2	113.0	0.0
NCF4	54.0	23.0
NCK1	55.0	92.0
NCK1-DT	2.0	0.0
NCK2	5.0	0.0
NCKAP1	0.0	8.0
NCKAP1L	86.0	156.0
NCKAP5L	15.0	30.0
NCKIPSD	246.0	117.0
NCL	3867.0	6945.0
NCLN	125.0	320.0
NCOA1	9.0	15.0
NCOA2	106.0	110.0
NCOA3	1031.0	1790.0
NCOA4	871.0	1547.0
NCOA5	87.0	167.0
NCOA6	17.0	8.0
NCOA7	195.0	276.0
NCOR1	93.0	104.0
NCOR2	4.0	0.0
NCR3LG1	0.0	6.0
NCSTN	290.0	388.0
NDC1	596.0	870.0
NDC80	106.0	104.0
NDE1	52.0	36.0
NDEL1	178.0	124.0
NDFIP1	79.0	108.0
NDFIP2	261.0	424.0
NDOR1	22.0	69.0
NDOR1_ENSG00000284976	0.0	6.0
NDRG1	59.0	45.0
NDRG3	84.0	136.0
NDST1	15.0	17.0
NDST2	15.0	17.0
NDUFA1	25.0	7.0
NDUFA10	271.0	183.0
NDUFA11	51.0	14.0
NDUFA12	63.0	18.0
NDUFA13	40.0	12.0
NDUFA2	69.0	7.0
NDUFA3	10.0	0.0
NDUFA4	78.0	19.0
NDUFA4L2	3.0	0.0
NDUFA5	203.0	137.0
NDUFA6	47.0	23.0
NDUFA7	47.0	5.0
NDUFA8	97.0	39.0
NDUFA9	133.0	97.0
NDUFAB1	35.0	19.0
NDUFAF1	30.0	21.0
NDUFAF2	12.0	2.0
NDUFAF3	36.0	9.0
NDUFAF3_ENSG00000272434	0.0	3.0
NDUFAF4	17.0	27.0
NDUFAF5	2.0	6.0
NDUFAF6	2.0	9.0
NDUFAF7	37.0	17.0
NDUFAF8	40.0	3.0
NDUFB1	16.0	0.0
NDUFB10	30.0	9.0
NDUFB11	39.0	12.0
NDUFB2	56.0	11.0
NDUFB3	34.0	0.0
NDUFB4	35.0	3.0
NDUFB5	79.0	77.0
NDUFB6	31.0	13.0
NDUFB7	21.0	7.0
NDUFB8	114.0	24.0
NDUFB9	33.0	7.0
NDUFC1	16.0	0.0
NDUFC2	48.0	18.0
NDUFS1	434.0	451.0
NDUFS2	225.0	171.0
NDUFS3	33.0	17.0
NDUFS4	30.0	8.0
NDUFS5	32.0	13.0
NDUFS6	34.0	11.0
NDUFS7	66.0	24.0
NDUFS8	34.0	12.0
NDUFV1	298.0	166.0
NDUFV2	222.0	61.0
NDUFV3	28.0	5.0
NEAT1	37.0	109.0
NECAP1	76.0	97.0
NECAP2	247.0	105.0
NECTIN1	6.0	2.0
NECTIN4	2.0	0.0
NEDD1	381.0	662.0
NEDD4	13.0	99.0
NEDD4L	10.0	33.0
NEDD8	42.0	22.0
NEDD9	328.0	691.0
NEFH	36.0	0.0
NEFLP1	0.0	2.0
NEIL1	3.0	0.0
NEIL2	33.0	38.0
NEIL3	50.0	39.0
NEK1	4.0	18.0
NEK2	158.0	82.0
NEK3	8.0	0.0
NEK4	94.0	180.0
NEK6	863.0	1020.0
NEK7	135.0	181.0
NEK8	8.0	3.0
NEK9	752.0	375.0
NELFA	123.0	80.0
NELFB	4.0	0.0
NELFCD	172.0	242.0
NELFE	63.0	30.0
NEMF	126.0	120.0
NEMP1	131.0	187.0
NEMP2	25.0	41.0
NEMP2_ENSG00000272979	0.0	2.0
NEPRO	77.0	102.0
NET1	252.0	236.0
NEU1	47.0	29.0
NEU3	72.0	174.0
NEURL3	8.0	0.0
NEURL4	0.0	5.0
NEUROG2-AS1	2.0	0.0
NEUROG3	2.0	0.0
NEXMIF	0.0	2.0
NEXN	31.0	10.0
NF1	70.0	89.0
NF2	161.0	629.0
NFAT5	0.0	2.0
NFATC1	115.0	47.0
NFATC2	2.0	18.0
NFATC2IP	0.0	2.0
NFATC3	246.0	273.0
NFATC3_PLA2G15	0.0	4.0
NFATC4	11.0	0.0
NFE2L1	405.0	598.0
NFE2L2	83.0	59.0
NFIC	22.0	11.0
NFKB1	32.0	65.0
NFKB2	20.0	4.0
NFKBIA	429.0	123.0
NFKBIB	39.0	34.0
NFKBID	56.0	7.0
NFKBIE	14.0	3.0
NFKBIL1	8.0	2.0
NFKBIZ	62.0	31.0
NFRKB	113.0	177.0
NFS1	88.0	80.0
NFU1	22.0	9.0
NFX1	311.0	437.0
NFXL1	97.0	119.0
NFYA	36.0	214.0
NFYA_ADCY10P1	22.0	0.0
NFYB	43.0	59.0
NFYC	59.0	34.0
NFYC-AS1	0.0	2.0
NGDN	28.0	19.0
NGLY1	346.0	136.0
NGRN	48.0	27.0
NHEJ1	36.0	30.0
NHLRC1	0.0	3.0
NHLRC2	89.0	93.0
NHLRC3	106.0	114.0
NHP2	58.0	19.0
NIBAN1	139.0	265.0
NIBAN3	0.0	2.0
NICN1	3.0	3.0
NID1	262.0	37.0
NIF3L1	45.0	24.0
NIFK	45.0	51.0
NIFK-AS1	0.0	5.0
NIM1K	6.0	3.0
NIM1K_ZNF131	0.0	2.0
NIN	210.0	510.0
NINJ1	16.0	3.0
NINJ2	5.0	5.0
NINJ2-AS1	3.0	8.0
NIN_ENSG00000270062	0.0	18.0
NIP7	32.0	63.0
NIPA1	38.0	47.0
NIPA2	344.0	632.0
NIPAL2	16.0	42.0
NIPAL3	28.0	39.0
NIPBL	72.0	140.0
NIPBL-DT	7.0	40.0
NIPSNAP1	292.0	166.0
NIPSNAP2	102.0	139.0
NIPSNAP3A	47.0	33.0
NIPSNAP3B	2.0	0.0
NISCH	189.0	325.0
NIT1	32.0	0.0
NIT2	52.0	25.0
NKAP	20.0	3.0
NKAPD1	19.0	44.0
NKIRAS1	12.0	19.0
NKIRAS2	55.0	26.0
NKRF	41.0	247.0
NKTR	5.0	16.0
NLE1	24.0	34.0
NLGN4X	0.0	42.0
NLGN4Y	19.0	71.0
NLN	233.0	430.0
NLRC3	52.0	95.0
NLRC4	2.0	3.0
NLRC5	439.0	372.0
NLRP1	101.0	50.0
NLRP11	2.0	32.0
NLRP2	129.0	691.0
NLRP3	0.0	6.0
NLRP4	2.0	7.0
NLRP7	3.0	15.0
NLRX1	19.0	40.0
NMD3	505.0	639.0
NME1	44.0	14.0
NME1-NME2	39.0	12.0
NME2	149.0	58.0
NME3	3.0	2.0
NME4	37.0	5.0
NME6	16.0	2.0
NME7	6.0	10.0
NMI	76.0	50.0
NMRAL1	18.0	5.0
NMRK1	11.0	4.0
NMT1	48.0	33.0
NMT2	47.0	2.0
NNT	1214.0	1469.0
NNT-AS1	3.0	2.0
NOA1	185.0	102.0
NOB1	146.0	90.0
NOC2L	360.0	446.0
NOC2LP1	2.0	0.0
NOC3L	252.0	338.0
NOC3L_ENSG00000273450	0.0	2.0
NOC4L	47.0	26.0
NOD1	48.0	28.0
NOD2	156.0	11.0
NOL10	62.0	122.0
NOL11	238.0	419.0
NOL12	10.0	2.0
NOL3	9.0	0.0
NOL4	2.0	39.0
NOL6	126.0	401.0
NOL7	91.0	49.0
NOL9	6.0	12.0
NOLC1	617.0	1311.0
NOLC1_PPRC1	0.0	35.0
NOM1	14.0	23.0
NOMO1	7.0	24.0
NOMO2	638.0	736.0
NOMO3	7.0	0.0
NONO	768.0	1305.0
NOP10	29.0	9.0
NOP14	38.0	68.0
NOP14-AS1	2.0	7.0
NOP16	23.0	14.0
NOP2	2.0	8.0
NOP53	83.0	23.0
NOP56	68.0	118.0
NOP58	323.0	232.0
NOP9	91.0	267.0
NOPCHAP1	38.0	16.0
NORAD	95.0	257.0
NOSIP	35.0	11.0
NOTCH1	6.0	29.0
NOTCH2	14.0	46.0
NOTCH2NLA	7.0	6.0
NOTCH4	2.0	0.0
NPAT	8.0	25.0
NPC1	270.0	178.0
NPC2	46.0	16.0
NPEPL1	2.0	0.0
NPEPPS	564.0	713.0
NPEPPSP1	10.0	2.0
NPEPPSP1_TBC1D3	4.0	0.0
NPHP4	19.0	27.0
NPIPB5	0.0	4.0
NPL	2.0	5.0
NPLOC4	24.0	34.0
NPM1	991.0	671.0
NPM3	22.0	13.0
NPNT	36.0	11.0
NPR1	13.0	0.0
NPRL2	10.0	8.0
NPRL3	147.0	92.0
NQO1	30.0	34.0
NQO2	3.0	4.0
NR1D1	25.0	7.0
NR1D2	2.0	0.0
NR1H2	133.0	74.0
NR1H3	3.0	0.0
NR1I2	3.0	0.0
NR2C1	13.0	12.0
NR2C2	2.0	15.0
NR2F6	6.0	4.0
NR3C1	244.0	207.0
NR4A1	186.0	32.0
NR4A2	32.0	20.0
NRAS	1358.0	2199.0
NRAV	3.0	2.0
NRBF2	105.0	51.0
NRBP1	211.0	171.0
NRCAM	0.0	287.0
NRDC	983.0	1220.0
NRDE2	45.0	69.0
NREP	46.0	71.0
NRF1	19.0	22.0
NRG4	0.0	2.0
NRL	2.0	3.0
NRM	9.0	9.0
NRROS	259.0	117.0
NRSN2	28.0	26.0
NRSN2-AS1	5.0	0.0
NRXN3	0.0	8.0
NSA2	7.0	2.0
NSD1	38.0	70.0
NSD2	235.0	208.0
NSD3	31.0	33.0
NSDHL	38.0	16.0
NSF	375.0	714.0
NSFL1C	0.0	3.0
NSFP1	2.0	3.0
NSG1	33.0	2.0
NSL1	33.0	35.0
NSMAF	121.0	234.0
NSMCE1	41.0	21.0
NSMCE2	21.0	2.0
NSMCE4A	42.0	26.0
NSMF	0.0	2.0
NSRP1	49.0	39.0
NSUN2	576.0	1098.0
NSUN3	9.0	13.0
NSUN4	31.0	33.0
NSUN5	50.0	25.0
NSUN5P1	4.0	0.0
NSUN5P2	0.0	3.0
NSUN6	27.0	29.0
NT5C	24.0	4.0
NT5C1A	2.0	0.0
NT5C2	277.0	473.0
NT5C3A	87.0	99.0
NT5C3B	17.0	8.0
NT5DC1	165.0	124.0
NT5DC3	0.0	2.0
NT5E	12.0	151.0
NTAN1	20.0	4.0
NTAQ1	3.0	3.0
NTHL1	9.0	8.0
NTMT1	13.0	7.0
NTN1	0.0	2.0
NTPCR	24.0	13.0
NTRK2	2.0	0.0
NUAK2	4.0	0.0
NUB1	113.0	179.0
NUBP1	12.0	6.0
NUBP2	39.0	33.0
NUBPL	41.0	90.0
NUCB1	357.0	203.0
NUCB2	36.0	53.0
NUCKS1	161.0	192.0
NUDC	111.0	82.0
NUDCD1	189.0	189.0
NUDCD2	68.0	28.0
NUDCD3	443.0	551.0
NUDT1	16.0	0.0
NUDT12	21.0	32.0
NUDT13	2.0	0.0
NUDT14	2.0	0.0
NUDT15	57.0	58.0
NUDT16	18.0	31.0
NUDT16L1	25.0	12.0
NUDT16L2P	49.0	0.0
NUDT18	10.0	0.0
NUDT19	8.0	10.0
NUDT2	17.0	2.0
NUDT21	651.0	1275.0
NUDT22	29.0	12.0
NUDT3	2.0	2.0
NUDT4	153.0	167.0
NUDT6	6.0	4.0
NUDT9	19.0	24.0
NUF2	101.0	58.0
NUFIP1	17.0	17.0
NUFIP2	0.0	2.0
NUGGC	0.0	2.0
NUMA1	842.0	840.0
NUMB	413.0	423.0
NUMBL_COQ8B	0.0	2.0
NUP107	255.0	373.0
NUP107-DT	3.0	2.0
NUP133	379.0	636.0
NUP153	176.0	184.0
NUP153-AS1	3.0	0.0
NUP155	348.0	549.0
NUP160	691.0	958.0
NUP188	756.0	1236.0
NUP188_ENSG00000251184	2.0	0.0
NUP205	1207.0	1533.0
NUP210	922.0	579.0
NUP214	363.0	584.0
NUP35	27.0	20.0
NUP37	70.0	24.0
NUP42	33.0	46.0
NUP43	33.0	21.0
NUP50	334.0	568.0
NUP54	118.0	159.0
NUP58	431.0	420.0
NUP62	60.0	104.0
NUP62CL	8.0	2.0
NUP62CL_RBM41	0.0	2.0
NUP85	77.0	47.0
NUP88	189.0	202.0
NUP93	398.0	516.0
NUP98	494.0	792.0
NUS1	323.0	612.0
NUSAP1	604.0	439.0
NUTF2	90.0	44.0
NUTM2A-AS1	12.0	28.0
NUTM2B-AS1	11.0	2.0
NUTM2B-AS1_ENSG00000280355	2.0	0.0
NUTM2D	0.0	8.0
NVL	70.0	132.0
NXF1	105.0	139.0
NXPE3	58.0	76.0
NXT1	20.0	8.0
NXT2	168.0	196.0
OARD1	26.0	11.0
OAS1	326.0	104.0
OAS2	2449.0	2190.0
OAS3	1162.0	357.0
OASL	37.0	5.0
OAT	41.0	44.0
OAZ1	545.0	226.0
OAZ2	182.0	75.0
OBI1	271.0	450.0
OCEL1	2.0	0.0
OCIAD1	164.0	70.0
OCIAD2	10.0	6.0
OCLN	4.0	68.0
OCRL	21.0	17.0
ODC1	87.0	80.0
ODF2	319.0	284.0
ODF2L	10.0	2.0
ODF3B	2.0	0.0
ODF3B_SCO2	2.0	0.0
ODR4	13.0	19.0
OFD1	6.0	5.0
OGA	111.0	299.0
OGDH	869.0	1128.0
OGDHL	25.0	8.0
OGFOD1	284.0	501.0
OGFOD2	18.0	7.0
OGFOD3	26.0	13.0
OGFR	20.0	17.0
OGFRP1	0.0	13.0
OGG1	25.0	3.0
OGT	731.0	984.0
OIP5	48.0	14.0
OIP5-AS1	43.0	28.0
OLA1	256.0	210.0
OMA1	25.0	50.0
OPA1	1049.0	1386.0
OPA3	2.0	6.0
OPLAH	7.0	0.0
OPRL1	5.0	0.0
OPTN	122.0	68.0
OR2A1-AS1	3.0	3.0
OR2A20P	0.0	2.0
OR2T2_OR2T3	0.0	13.0
OR2T34	2.0	0.0
OR7E38P_ENSG00000243554	0.0	4.0
ORAI2	2.0	11.0
ORAI3	17.0	2.0
ORC1	152.0	173.0
ORC2	153.0	179.0
ORC3	181.0	187.0
ORC4	93.0	106.0
ORC5	55.0	75.0
ORC6	44.0	75.0
ORMDL1	44.0	62.0
ORMDL2	0.0	2.0
ORMDL3	127.0	138.0
OS9	535.0	563.0
OSBP	29.0	4.0
OSBPL11	143.0	256.0
OSBPL2	95.0	132.0
OSBPL3	212.0	170.0
OSBPL6	2.0	0.0
OSBPL7	28.0	40.0
OSBPL8	53.0	58.0
OSBPL9	594.0	646.0
OSCP1	2.0	0.0
OSER1	46.0	32.0
OSGEP	27.0	44.0
OSGEPL1	40.0	24.0
OSGIN2	25.0	44.0
OSR2	0.0	3.0
OST4	65.0	13.0
OSTC	101.0	61.0
OSTF1	117.0	93.0
OSTM1	66.0	135.0
OSTN-AS1	2.0	0.0
OTUB1	106.0	65.0
OTUB2	3.0	5.0
OTUD3	2.0	5.0
OTUD4	17.0	11.0
OTUD5	0.0	2.0
OTUD6B	163.0	494.0
OTUD6B-AS1	16.0	23.0
OTUD7B	15.0	23.0
OTULINL	3.0	0.0
OVCA2	24.0	0.0
OVOL1	3.0	0.0
OXA1L	144.0	124.0
OXCT1	423.0	840.0
OXCT2	15.0	12.0
OXER1_HAAO	0.0	12.0
OXLD1	24.0	12.0
OXNAD1	31.0	53.0
OXR1	229.0	213.0
OXSM	27.0	24.0
OXSR1	353.0	376.0
OXTR	4.0	0.0
P2RX1	17.0	0.0
P2RX4	37.0	15.0
P2RX5	24.0	7.0
P2RX7	13.0	3.0
P2RY1	0.0	36.0
P2RY10	351.0	572.0
P2RY11	4.0	0.0
P2RY12	2.0	0.0
P2RY8	1535.0	2397.0
P3H1	75.0	71.0
P3H2	4.0	334.0
P3H3	2.0	0.0
P4HA1	1425.0	943.0
P4HA2	59.0	0.0
P4HB	3434.0	3496.0
P4HTM	17.0	8.0
PA2G4	361.0	262.0
PAAF1	52.0	16.0
PABIR1	8.0	27.0
PABIR2	69.0	27.0
PABIR3	4.0	2.0
PABPC1	8733.0	11509.0
PABPC4	12.0	52.0
PABPN1	0.0	2.0
PACC1	42.0	24.0
PACRGL	2.0	3.0
PACS1	35.0	48.0
PACSIN2	471.0	555.0
PADI2	18.0	7.0
PAF1	93.0	59.0
PAFAH1B1	512.0	915.0
PAFAH1B2	56.0	2.0
PAFAH1B3	4.0	0.0
PAFAH2	2.0	0.0
PAG1	6.0	2.0
PAGR1	76.0	83.0
PAH	2.0	0.0
PAICS	880.0	900.0
PAIP1	69.0	65.0
PAIP2	191.0	103.0
PAIP2B	0.0	8.0
PAK1	319.0	497.0
PAK1IP1	15.0	28.0
PAK2	283.0	883.0
PAK4	9.0	12.0
PAK6	6.0	0.0
PALB2	72.0	119.0
PALD1	76.0	93.0
PALM2AKAP2	471.0	870.0
PALS1	50.0	80.0
PAM	552.0	290.0
PAM16	6.0	2.0
PAN2	179.0	186.0
PAN3	10.0	0.0
PANK1	8.0	8.0
PANK2	2.0	0.0
PANK3	24.0	34.0
PANK4	127.0	58.0
PANX1	32.0	58.0
PAOX	2.0	0.0
PAPLN	5.0	29.0
PAPLN-AS1	0.0	3.0
PAPOLA	1321.0	2522.0
PAPOLA-DT	0.0	2.0
PAPOLG	123.0	143.0
PAPPA-AS1	0.0	4.0
PAPSS1	271.0	126.0
PAPSS2	6.0	27.0
PAQR4	5.0	7.0
PAQR7	0.0	3.0
PAQR8	17.0	52.0
PARD6A	0.0	2.0
PARD6B	0.0	4.0
PARG	210.0	379.0
PARK7	191.0	64.0
PARL	42.0	27.0
PARM1	43.0	198.0
PARN	331.0	541.0
PARP1	2750.0	3227.0
PARP10	180.0	134.0
PARP11	156.0	226.0
PARP12	34.0	20.0
PARP14	307.0	437.0
PARP15	53.0	28.0
PARP16	77.0	76.0
PARP2	77.0	50.0
PARP3	12.0	10.0
PARP4	985.0	1432.0
PARP6	37.0	17.0
PARP8	190.0	179.0
PARP9	291.0	197.0
PARPBP	110.0	171.0
PARS2	20.0	26.0
PARVB	480.0	64.0
PARVG	47.0	51.0
PASK	171.0	204.0
PATJ	65.0	22.0
PATL1	665.0	688.0
PATL2	2.0	6.0
PATZ1	2.0	6.0
PAWR	6.0	3.0
PAX5	160.0	196.0
PAXBP1	0.0	3.0
PAXIP1	0.0	2.0
PAXIP1-AS2	0.0	2.0
PAXIP1-DT	3.0	0.0
PAXX	7.0	3.0
PBDC1	10.0	9.0
PBK	253.0	67.0
PBLD	3.0	4.0
PBRM1	5.0	14.0
PBX2	0.0	2.0
PBX3	8.0	26.0
PBXIP1	147.0	137.0
PC	13.0	44.0
PCBD1	24.0	4.0
PCBD2	5.0	9.0
PCBP1	238.0	85.0
PCBP1-AS1	5.0	8.0
PCBP2	827.0	564.0
PCBP4	8.0	3.0
PCCA	65.0	48.0
PCCB	194.0	161.0
PCDH10	0.0	2.0
PCDH18	0.0	25.0
PCDHGA12	4.0	5.0
PCDHGB2	2.0	0.0
PCDHGB5	0.0	13.0
PCDHGB7	0.0	6.0
PCDHGC3	29.0	135.0
PCDHGC4	2.0	2.0
PCED1A	14.0	10.0
PCED1B	21.0	0.0
PCED1B-AS1	2.0	0.0
PCF11	54.0	75.0
PCGF1	5.0	0.0
PCGF3	139.0	122.0
PCGF5	462.0	651.0
PCGF6	36.0	58.0
PCIF1	162.0	75.0
PCK2	156.0	122.0
PCLAF	27.0	20.0
PCM1	291.0	553.0
PCMT1	245.0	102.0
PCMTD1	118.0	217.0
PCMTD2	151.0	200.0
PCNA	255.0	181.0
PCNP	528.0	684.0
PCNT	38.0	76.0
PCNX1	12.0	12.0
PCNX3	19.0	44.0
PCNX4	253.0	378.0
PCOLCE	2.0	0.0
PCSK7	211.0	427.0
PCTP	35.0	19.0
PCYOX1	40.0	53.0
PCYOX1L	53.0	29.0
PCYT1A	203.0	273.0
PCYT2	10.0	9.0
PDAP1	9.0	69.0
PDCD1	44.0	6.0
PDCD10	71.0	48.0
PDCD11	268.0	911.0
PDCD1LG2	22.0	8.0
PDCD2	4.0	2.0
PDCD2L	9.0	6.0
PDCD2L_GPI	12.0	0.0
PDCD4	1568.0	1215.0
PDCD4-AS1	10.0	0.0
PDCD5	43.0	21.0
PDCD6	92.0	78.0
PDCD6-AHRR	0.0	2.0
PDCD6IP	661.0	993.0
PDCL	116.0	99.0
PDCL3	15.0	24.0
PDCL3P4_ZBTB11-AS1	0.0	2.0
PDE12	392.0	700.0
PDE1B	0.0	2.0
PDE3B	28.0	29.0
PDE4A	53.0	13.0
PDE4B	299.0	109.0
PDE4D	0.0	2.0
PDE4DIP	180.0	221.0
PDE6B	32.0	0.0
PDE6D	22.0	9.0
PDE6G	2.0	0.0
PDE7A	25.0	38.0
PDE8A	24.0	22.0
PDF	11.0	8.0
PDGFA	5.0	0.0
PDGFD	2.0	9.0
PDGFRB	5.0	0.0
PDHA1	298.0	317.0
PDHB	119.0	89.0
PDHX	161.0	172.0
PDIA3	668.0	1026.0
PDIA3P1	0.0	3.0
PDIA4	1668.0	2895.0
PDIA5	39.0	34.0
PDIA6	1143.0	1647.0
PDIK1L	128.0	182.0
PDK1	1144.0	996.0
PDK2	14.0	23.0
PDK3	127.0	50.0
PDLIM1	573.0	500.0
PDLIM2	10.0	4.0
PDLIM4	2.0	0.0
PDLIM5	116.0	239.0
PDLIM7	20.0	20.0
PDP1	78.0	118.0
PDP2	3.0	2.0
PDPK1	41.0	69.0
PDPR	143.0	154.0
PDRG1	26.0	21.0
PDS5A	89.0	135.0
PDS5B	181.0	300.0
PDSS1	7.0	12.0
PDSS2	126.0	230.0
PDX1	2.0	0.0
PDXDC1	579.0	748.0
PDXK	48.0	99.0
PDZD11	30.0	13.0
PDZD2	2.0	0.0
PDZD8	2.0	0.0
PEA15	257.0	181.0
PEAK1	6.0	0.0
PEBP1	73.0	51.0
PECAM1	49.0	45.0
PECR	31.0	15.0
PEDS1	43.0	34.0
PEF1	128.0	53.0
PEG10	455.0	392.0
PELI1	847.0	747.0
PELO	47.0	25.0
PELP1	227.0	244.0
PEMT	8.0	3.0
PEPD	80.0	76.0
PER1	128.0	96.0
PER2	0.0	2.0
PER3	40.0	0.0
PERP	6.0	10.0
PES1	232.0	233.0
PET100	6.0	0.0
PET117	10.0	5.0
PEX1	68.0	127.0
