gene	COUNT(id)
CD38	7
PLOD3	7
DIABLO	7
STK25	7
C11orf58	7
TMEM219	7
SLC35C2	7
DDX54	7
ARRB2	7
DDX55	7
NUF2	7
POLD2	7
DECR1	7
RRM1	7
STK24	7
POC5	7
RBM12B	7
ARL6IP4	7
ZFYVE1	7
DENND10	7
CDK2	7
CDCA7L	7
ARF1	7
CDK11B	7
ZKSCAN7	7
STS	7
STX17	7
NUP85	7
ASB2	7
RALA	7
ABCB4	7
NUS1	7
CDC14A	7
DDX27	7
CEP120	7
DDX31	7
DGCR8	7
CDC25C	7
SHISA5	7
DDX42	7
RBM22	7
POLD4	7
CENPF	7
STK17B	7
ASPM	7
CD48	7
RNPS1	7
REXO5	7
P4HTM	7
SGO1	7
TBP	7
SLC43A1	7
CD200	7
STXBP3	7
RPS14	7
POLR3C	7
REEP4	7
ZNF252P	7
ABI3	7
BROX	7
SYPL1	7
SFT2D2	7
PYGB	7
SFSWAP	7
ARHGAP1	7
SH2D3C	7
CD101	7
POLR3H	7
RER1	7
DCAF13	7
BSDC1	7
CILK1	7
POLR3F	7
ENSG00000253882	7
AP1M1	7
RAB29	7
SLC43A2	7
OSGEPL1	7
ZNF614	7
TMEM184B	7
DCBLD2	7
BTF3L4	7
SQLE	7
RTF1	7
CD244	7
CHMP7	7
CCNT2	7
CLCN6	7
ENSG00000256664_MDM2	7
REC8	7
ZNF280D	7
RPS13	7
PABPC4	7
AP1S2	7
DLD	7
HLA-DRB5	6
TRIM69	6
CTNNAL1	6
CALCRL	6
AHCYL1	6
IPPK	6
RPS16	6
PRCC	6
WDR43	6
DDX52	6
FKBP11	6
STAMBPL1	6
WASF2	6
RPSA	6
RPUSD1	6
SMIM7	6
FBXW11	6
HMGXB4	6
HLCS	6
CTBP1	6
ZNF737	6
THOC3	6
CACYBP	6
TOP2B	6
FBXW7	6
WDR36	6
KCNK5	6
DDX58	6
PPP6C	6
RPL9	6
CADM1	6
CSTF2	6
TARBP2	6
DEDD2	6
MTFR2	6
FBXW5	6
APOBEC3B	6
HMGN4	6
MAPKBP1	6
MTCH2	6
PPP1R2	6
HINT1	6
POLR2M	6
FES	6
FOXJ2	6
SLC25A39	6
PPP1R15A	6
ZNF700	6
C6orf89	6
FLYWCH1	6
CXorf38	6
THAP5	6
FOS	6
CYBB	6
CYB561A3	6
HIVEP3	6
FMNL3	6
CYB5RL	6
KCNMA1	6
MAPKAPK3	6
TAF15	6
FGD3	6
RPL18A	6
FEN1	6
THUMPD2	6
AHI1	6
C19orf48	6
POLR3D	6
WDR26	6
FKBP4	6
C19orf12	6
DDX19B	6
CYTH4	6
RPL38P4	6
CYP7B1	6
FRY	6
UBA5	6
POLI	6
UBA3	6
FLT1	6
RPL30	6
MTERF1	6
TRIM4	6
TP53	6
RPAP3	6
CUTC	6
PPIA	6
SLC25A43	6
POLR3A	6
RPS6KA3	6
SMG9	6
SMPD1	6
SKA2	6
PRDM10	6
RAB3IP	6
RESF1	6
VMP1	6
RAB1B	6
REEP3	6
TCTN3	6
RAB28	6
TCTN1	6
ZSWIM8	6
RECQL4	6
CD27	6
QARS1	6
MIPEP	6
CHMP1A	6
MED17	6
SLC41A2	6
ITM2C	6
RCCD1	6
GTPBP3	6
RAB8A	6
UBE2I	6
VNN2	6
SLC35A4	6
ANKRD26	6
UTP18	6
LIME1	6
H3-3B	6
ANAPC11	6
MLX	6
MLST8	6
CCNG2	6
ZNHIT6	6
GLUL	6
ANAPC2	6
UBE2C	6
SLC44A1	6
UTP20	6
ANGEL1	6
CCPG1	6
REX1BD	6
VPS11	6
ZSCAN21	6
ZSCAN22	6
SLC45A3	6
STK11IP	6
TCF7	6
GPALPP1	6
TBL1X	6
UBE2E2	6
MGAT5	6
GPR89A	6
GPR89B	6
CECR7	6
RASA2	6
ANO9	6
MFSD9	6
RASAL3	6
LINC00996	6
TTC37	6
ANKRD49	6
RASSF3	6
RBM14	6
GRAP2	6
CDC73	6
GRINA	6
RBBP5	6
GRK5	6
ITFG1	6
GSDMD	6
TCEANC	6
CENPU	6
LINC01184	6
SLC39A1	6
RABGGTA	6
STK16	6
RBX1	6
CD58	6
TC2N	6
SLC39A11	6
MED4	6
UBE2G2	6
RAD51	6
RAD51C	6
TRAPPC8	6
TCAF1	6
MEMO1	6
SLC38A9	6
CD99L2	6
ANKRD42	6
CEP41	6
CEP290	6
ANKRD46	6
RALGAPA1	6
CCNDBP1	6
CLOCK	6
ZNF765	6
LGALS8	6
HECTD3	6
PRPF38A	6
ALDH3A2	6
TATDN3	6
SMAD3	6
RNF170	6
JTB	6
TBC1D1	6
PRRC2C	6
CBR4	6
TFCP2	6
RNF123	6
CBWD3	6
COQ2	6
JPT2	6
HDGF	6
GATD3A	6
CBWD5	6
ZNF808	6
RNASEH2B	6
ZNF79	6
ZNF788P	6
GBP5	6
CRLF3	6
MRTFB	6
WAS	6
PRDX1	6
FXR1	6
APEX2	6
RNF41	6
CRY1	6
PREX1	6
LEO1	6
PRIMPOL	6
PRMT3	6
TP73	6
MRPL9	6
ZNF776	6
MRPL55	6
ZNF778	6
CARD11	6
TPCN2	6
VTA1	6
CASP10	6
C16orf87	6
CCDC117	6
VPS16	6
VPS35	6
CNOT6	6
PTDSS1	6
HAUS3	6
ZNF862	6
CCDC25	6
SLC7A5	6
CCDC32	6
GID8	6
HAT1	6
HARS2	6
CNPY3	6
PTPDC1	6
JAKMIP1	6
CCDC69	6
ZNF888	6
ZNF91	6
AP3M2	6
RGS1	6
VPS18	6
RGPD6	6
VPS37A	6
HAUS6	6
COPE	6
TPST1	6
PSMD1	6
PSMD11	6
VPS51	6
MCCC1	6
CCDC126	6
PSMD3	6
IL2RG	6
COLGALT1	6
HCG18	6
HCFC2	6
CNTNAP1	6
IQGAP3	6
RIOX2	6
GEMIN2	6
APBB3	6
CCDC163	6
ZNF84	6
TBC1D7	6
ZNF841	6
CCDC18	6
IQGAP2	6
CDIN1	6
POGLUT3	6
LPGAT1	6
ARL13B	6
ASMTL	6
ESAM	6
ESCO1	6
LYN	6
EIF2AK1	6
NOM1	6
PES1	6
BBS9	6
EIF2S1	6
TRMT13	6
ZNF224	6
SDAD1	6
ZNF518B	6
ASL	6
EGLN2	6
ZC3H12C	6
LYRM1	6
KIAA1143	6
ABHD12	6
NCEH1	6
SUPV3L1	6
ATF6B	6
TSC22D2	6
UBR4	6
TUBB	6
EIPR1	6
SGPL1	6
NDUFS7	6
LAMC1	6
ZNF506	6
XPO4	6
SDHC	6
ERLIN1	6
TMEM183A	6
SDF4	6
OSBPL7	6
ARL1	6
ARHGDIB	6
SLC20A2	6
LYSMD3	6
LYSMD4	6
XIAP	6
TM2D3	6
SCARF1	6
SNX4	6
EXOSC7	6
ECE1	6
NCLN	6
SCAMP3	6
IAH1	6
PHB2	6
OGFOD2	6
ADA	6
UBL7	6
BET1L	6
E4F1	6
SWAP70	6
PHF12	6
BHLHB9	6
TXNDC5	6
NCF1B	6
ZNF548	6
NCOA5	6
OGFOD3	6
OGG1	6
IDI1	6
ABCG1	6
PEX19	6
ZNF525	6
ZNF212	6
ZNF529	6
EFCAB14	6
ABCF3	6
NOP2	6
SCO1	6
INPP4B	6
EED	6
EEA1	6
ADAM15	6
SOCS4	6
SUV39H2	6
ICOSLG	6
BANK1	6
LRIG2	6
ACTL6A	6
YIPF1	6
KIFC1	6
TMEM143	6
IMMT	6
P4HA2	6
ATL3	6
P3H2	6
ZNF382	6
YIPF2	6
PARP16	6
SEMA6A	6
NFATC2	6
SENP5	6
ZNF419	6
ATG4A	6
NEU3	6
SPG7	6
TRUB1	6
IGHG1	6
NFKBIA	6
UCKL1	6
UBE2W	6
NFKBID	6
ARIH1	6
SF3A2	6
PAIP1	6
KIF3A	6
SPN	6
ACAD11	6
TRPM2	6
ACAA2	6
SFMBT1	6
TMEM14B	6
IGHV3-23_IGHD	6
NFXL1	6
PACC1	6
ZBP1	6
ZNF345	6
KIF24	6
TMEM161B-DT	6
TMEM128	6
SUN2	6
LRP10	6
XRCC4	6
TMED8	6
KICS2	6
PDE3B	6
PDE4D	6
EPS8	6
PDE8A	6
SUPT7L	6
TRMT2A	6
ELMOD3	6
TSPAN12	6
TMED2	6
BAIAP2L1	6
LUC7L	6
PDK3	6
ERCC6L	6
SPRYD3	6
IMMP1L	6
BAK1	6
SFXN2	6
XRCC6	6
EPN1	6
INIP	6
P2RY10	6
AURKB	6
TMLHE	6
KIR3DX1	6
ENSG00000250519_PANX1	6
LIPH	6
ATG3	6
IGHA1	6
TRMT61B	6
ACP2	6
SECISBP2L	6
SEC22C	6
TMEM106B	6
UBE2Z	6
KYNU	6
KRBOX4	6
IFT88	6
SBNO1	6
NOP58	6
SNHG16	6
BRWD1	6
PLCG2_RN7SKP176	6
PLCXD1	6
DNAJA3	6
MAP2K5	6
IL18BP	6
FAM81A	6
NUDT15	6
USB1	6
BRF1	6
DNA2	6
DMXL2	6
ENSG00000273784	6
KLHL20	6
SLC25A25	6
DMAC2	6
RTKN	6
RUVBL1	6
FAM30A	6
ARPC1A	6
IL10	6
TMEM39B	6
ENSG00000267645	6
ASAH2B	6
ADRM1	6
ADSL	6
BRD3OS	6
HSD17B4	6
SLAIN2	6
RUVBL2	6
FAM219B	6
NABP1	6
TMEM38B	6
INTS12	6
WDR75	6
RWDD2A	6
MAP1S	6
TIMM23	6
ZFP30	6
LARP1	6
MXI1	6
AAGAB	6
WDR48	6
DGCR2	6
A4GALT	6
RSAD1	6
NSUN6	6
ARMC5	6
KLHL28	6
DHCR7	6
TAB2	6
POC1A	6
DESI1	6
TYMS	6
MUS81	6
AGK	6
POGK	6
DGUOK	6
FBXL3	6
DKC1	6
RSRP1	6
PLIN2	6
TIMM21	6
LATS1	6
BTRC	6
DHX32	6
DHX16	6
SIRT1	6
FBF1	6
LINC02210	6
NUCB1	6
WDR54	6
MYEF2	6
ZFYVE19	6
FBXL12	6
AGFG1	6
FBXL18	6
NUP54	6
TMPRSS3	6
FAM210A	6
ABCB6	6
PIP4K2B	6
TRMO	6
NR2C1	6
ZNF121	6
TRIP4	6
MAN1A1	6
SNRPA1	6
DTNB-AS1	6
MAML2	6
SLC25A22	6
PIGK	6
IKBKG	6
PIM1	6
BLZF1	6
PIK3R4	6
NXF1	6
SLC25A19	6
KDM4B	6
DPP9	6
TMEM50A	6
TKT	6
SH3RF1	6
ABCB7	6
NXT2	6
UBE2Q2	6
SLC25A17	6
NBEAL1	6
ZNF155	6
LNX2	6
TXNDC9	6
ZCCHC4	6
KPNA2	6
ZDHHC9	6
BPNT1	6
ENSG00000267257	6
SYNJ1	6
PKN2	6
TMEM63B	6
ZCCHC10	6
FAM177A1	6
ZNF100	6
TJP2	6
NUTM2A-AS1	6
DNAJC7	6
UQCRC2	6
SLBP	6
NARF	6
ZCCHC17	6
DYNC1LI2	6
DUSP5	6
SNRPE	6
ZNF185	6
MEI1	5
TBL3	5
CDH17	5
ARL17B	5
REV1	5
ISG20	5
LINC00926	5
TRPV3	5
METTL6	5
CD55	5
GTF3C3	5
MCU	5
SFPQ	5
ANO10	5
IRF3	5
UTP14A	5
MDH1	5
TRIM14	5
VAPA	5
UCK2	5
MCRS1	5
CCNJ	5
ARMCX3	5
SIRT6	5
SKA1	5
TRPS1	5
ILDR1	5
CD81	5
ARL17A	5
SIRT3	5
TSEN54	5
ARL6IP1	5
ANXA2	5
LINC01278	5
STX11	5
VAPB	5
IKZF3	5
MESD	5
ANTXR2	5
RBM28	5
SLC35D1	5
GSTM4	5
SIAE	5
IL10RB	5
SGO2	5
TTC28-AS1	5
RDH11	5
IGKV2-24_ENSG00000240040	5
ILKAP	5
CDC23	5
SH2D2A	5
IL4I1	5
CDC40	5
UBL7-DT_ARID3B	5
ASB3	5
SIPA1L3	5
VASP	5
LRRC14	5
ARNTL2	5
CDC45	5
RBM15	5
ATG2B	5
GTF2A1	5
MDM2	5
TTC26	5
GTPBP4	5
SFT2D1	5
ME2	5
RBM17	5
AP1AR	5
CCT7	5
UBXN2A	5
VAMP1	5
LPAR5	5
GVINP1	5
SH3GLB1	5
RLIM	5
MCRIP2	5
BNIP3	5
STK36	5
SLC29A2	5
RPL14	5
MAN1A2	5
MAN1B1	5
HSPA14	5
TRIM52	5
HIPK1	5
APMAP	5
BMPR1A	5
BOD1L1	5
HIRA	5
SYNGR1	5
SYNJ2	5
BRAF	5
C6orf120	5
C5orf34	5
RXYLT1	5
C9orf72	5
BMI1	5
APOBEC3G	5
TRMT10A	5
CALM1	5
SC5D	5
CALCOCO1	5
SBDSP1	5
BID	5
SBDS	5
BIN2	5
SAYSD1	5
SLC25A14	5
STOML1	5
SARAF	5
HGSNAT	5
CABLES1	5
ARHGAP25	5
CAB39	5
HIBADH	5
CAAP1	5
RPAP2	5
C5orf15	5
RXRB	5
UFL1	5
C18orf54	5
C1GALT1	5
ARAP2	5
RPS6KA2	5
BUD23	5
C11orf21	5
RPS8	5
C11orf49	5
STMN1	5
RSAD2	5
BTNL9	5
HNRNPD	5
SLC25A38	5
RRP8	5
SLC25A37	5
GRSF1	5
RRBP1	5
C17orf75	5
RPUSD4	5
TADA2A	5
TADA3	5
RPL27	5
URI1	5
RPL31	5
RPL32	5
TAFAZZIN	5
HSD17B12	5
TAF9	5
TRIP11	5
IPMK	5
RUSC1	5
BRMS1L	5
SYTL1	5
MAPK1IP1L	5
UROD	5
MAP2K6	5
TAF1D	5
BSG	5
RTN3	5
SLC25A51	5
MAP3K20	5
IQCB1	5
CAMK2G	5
CAMK4	5
LSM5	5
SLC1A1	5
RHOA	5
CCDC43	5
TSNAX	5
LRWD1	5
ATXN3	5
SEMA4F	5
SUOX	5
HAUS4	5
MCMBP	5
USP46	5
LSM6	5
CCDC18-AS1	5
SELENOF	5
APBB1IP	5
LSP1	5
SEC22B	5
UMPS	5
SEPTIN7P14	5
ATP6V1C1	5
SCAMP2	5
SULF2	5
SUCLA2	5
LRRC42	5
SETD1B	5
AP1S3	5
ARID2	5
SLC18B1	5
CCND3	5
RFX2	5
CCNB1	5
RGS9	5
SLC35A2	5
UGT2B17	5
INAVA	5
HACD3	5
HACD4	5
TBCE	5
SLC19A2	5
AP3S1	5
LTA	5
TRMT5	5
RIPK1	5
UNKL	5
BBS2	5
MBIP	5
SDCBP	5
MBD4	5
HEG1	5
LYPLA2	5
TSPAN17	5
SCPEP1	5
MAU2	5
CCDC141	5
TRMT11	5
IDH2	5
CAPZB	5
LZTS2	5
BCKDHB	5
HERC2P2	5
TARS3	5
SUZ12	5
SURF6	5
IFIT3	5
HDX	5
SURF4	5
CCDC134	5
BAG4	5
TRIM34	5
MBTPS2	5
HNF4G	5
IFT172	5
SEC11C	5
HDAC4	5
SDR42E1	5
CBX6	5
IFNLR1	5
SLC2A8	5
CBX1	5
USP36	5
BAX	5
BAZ1B	5
RNF135	5
RRP1	5
GPN3	5
CDIP1	5
ZNF568	5
DRG2	5
DSC2	5
FAM120A	5
FAM118A	5
TNIP2	5
DTD2	5
FAM104A	5
PIK3CD	5
DUS4L	5
SNRPD1	5
DUSP28	5
DUSP4	5
PI4KA	5
SNRPN	5
ZNF573	5
FAM136A	5
SSR4	5
ST6GALNAC4	5
TIRAP	5
DNAJC6	5
FAM193A	5
PKP2	5
DNASE1L1	5
DNPEP	5
PJA1	5
FAM156B	5
ADNP	5
KDM3B	5
DPAGT1	5
DPF2	5
WDR89	5
DPH1	5
WIPI1	5
PHKG2	5
SNW1	5
KIAA0895L	5
SOCS6	5
ETV5	5
TNFSF11	5
XBP1	5
NDOR1_ENSG00000284976	5
NDRG3	5
KIAA0930	5
TM2D2	5
EHD4	5
EI24	5
ESS2	5
EIF1	5
TNFRSF1A	5
NDUFAF1	5
ZNF528	5
PEX5L	5
EFCAB2	5
EFCAB13	5
ZNF532	5
PFKFB2	5
EEF1G	5
WWP1	5
ECI2	5
novelGene_LPCAT1_AS	5
WTAP	5
NCOA1	5
PGM3	5
NCKAP5L	5
SNX2	5
PHF10	5
F13A1	5
FAM199X	5
ST6GALNAC6	5
FAM204A	5
FBXO10	5
FBXO3	5
FBXO28	5
PNRC2	5
FBXO21	5
WDR46	5
CDK11A	5
DGKI	5
KCTD13	5
PNKD	5
MYCBP	5
PMPCB	5
SMUG1	5
MYH10	5
FBH1	5
POGLUT1	5
MTUS1	5
DENND6A	5
DENND2B	5
FBXO44	5
DENND1B	5
DENND1A	5
LBH	5
STAM	5
DEDD	5
DDX6	5
DDX50	5
DDX21	5
DDX19A	5
POLL	5
POLR1C	5
ZNF672	5
DHRS4L2	5
FASTKD5	5
PLAA	5
TNRC6B	5
SNAP47	5
DNAJA4	5
PLCL2	5
NAA30	5
NAA40	5
PLCG2_ENSG00000261218	5
TIMMDC1	5
TOM1L2	5
KCTD9	5
LARP4B	5
TIPARP	5
NACA	5
DNAJC21	5
WDR77	5
DNAJA1	5
SMYD5	5
PLD4	5
FAM83G	5
FAM86C1P	5
PLEC	5
DNAAF10	5
ZNF613	5
FAM98A	5
PLEKHA7	5
TOLLIP	5
TIMM23B	5
PLEKHM2	5
ZNF619	5
TOM1L1	5
AGBL5	5
PLRG1	5
XPNPEP3	5
NDUFAF6	5
SMN1	5
ZBTB5	5
NMRAL1	5
KLC2	5
KLF10	5
ENSG00000285446	5
ZBTB48	5
ZBTB49	5
NOB1	5
OTUD6B	5
ENSG00000256594_ENSG00000257027	5
ORMDL3	5
ENSG00000283537_TCAF2	5
ENSG00000283537	5
ORC6	5
ORC5	5
ABHD3	5
OTUD7B	5
EIF3B	5
ZBTB24	5
TUBE1	5
NIPAL2	5
ABTB1	5
SPOUT1	5
ZBTB2	5
ENSG00000286546	5
ZNF274	5
ZNF254	5
TMEM167B	5
NLGN4X	5
ENSG00000249738	5
ZNF260	5
OXLD1	5
KIZ	5
ZNF226	5
KLF7	5
ENSG00000282034	5
ZHX1	5
ENSG00000268858	5
ENSG00000270099_ENTPD1	5
TMEM243	5
ZFAS1	5
ZIK1	5
TMEM255A	5
ZFP36L1	5
KLF8	5
SRP54	5
NSRP1	5
AAAS	5
NSUN5P1	5
TMEM268	5
TULP3	5
NRROS	5
SRGN	5
NUP43	5
ZFAND1	5
ZMYM5	5
NUTM2B-AS1	5
ENSG00000266865	5
ZDHHC4	5
TMEM41B	5
NR1H2	5
TMEM43	5
ABCD2	5
ZNF175	5
KLHDC2	5
TMEM68	5
ZNF200	5
NOP16	5
ABTB2	5
NIFK	5
TMEM154	5
ENC1	5
ZNF484	5
PDCD5	5
ACP5	5
TMEM104	5
PDCD1LG2	5
EML3	5
TMEM106A	5
TMEM109	5
XXYLT1	5
NEK2	5
ENOPH1	5
ENPP2	5
KYAT3	5
PCGF6	5
PDHX	5
ERCC4	5
ELK1	5
SP4	5
ERCC8	5
TNF	5
NECAP2	5
PDLIM5	5
NECAP1	5
PDP1	5
PDPK1	5
EIF4A3	5
EIF3M	5
EIF3H	5
EIF3G	5
EIF3E	5
ERMP1	5
PCF11	5
SPC24	5
NHLRC3	5
PANX1	5
ZNF350	5
TMSB4X	5
ZNF346	5
ACBD4	5
YPEL5	5
NFS1	5
ZNF33A	5
PCBP1-AS1	5
ENSG00000288811_USP18	5
ENSG00000288771	5
ZNF331	5
NHEJ1	5
YWHAQ	5
TMEM14C	5
YJU2B	5
NFKB2	5
PARL	5
NFIC	5
ENSG00000229180	5
SSB	5
ZNF394	5
TMEM135	5
TMEM134	5
PATL2	5
TMTC4	5
PBRM1	5
SSBP1	5
ACO1	5
ZNF431	5
SPCS3	5
ENTPD4	5
POLR2J3	5
ZNF649	5
FER	5
CLSPN	5
CLN3	5
TRAF2	5
LIMD2	5
ZNHIT1	5
PTPN4	5
PTPN2	5
AMOTL1	5
GBP1	5
AMOT	5
TENT5C	5
PTPN12	5
SLC66A3	5
ZNF92	5
ZNF90	5
MMGT1	5
MLLT3	5
SLC4A8	5
LIN52	5
PTPRF	5
PTPRG-AS1	5
CLECL1	5
PTPRO	5
ANAPC7	5
GMDS-DT	5
MKNK2	5
PWP2	5
TECR	5
GMNN	5
TECPR2	5
TEC	5
UBE2D2	5
MOB1B	5
PTPN1	5
CMAHP	5
COG8	5
VPS53	5
GBP4	5
COPS2	5
SLFN13_SLFN12L	5
TEX2	5
PSMD12	5
PSMD14	5
COMMD2	5
TPRKB	5
MPV17	5
ZNF83	5
GDI1	5
SLF1	5
PSME4	5
GEMIN7	5
LIMA1	5
JMJD4	5
COA5	5
DCLRE1B	5
UBB	5
ZNF845	5
PSTPIP2	5
ZNF85	5
PTAR1	5
ALS2	5
CNKSR2	5
MON1B	5
JARID2	5
VPS33B	5
LILRB4	5
ZSCAN26	5
GNB4	5
QRSL1	5
RAPGEF1	5
CEP72	5
RAD9A	5
MICOS10	5
VIM	5
ITGB1BP1	5
RAI1	5
VHL	5
GPR146	5
GPR155	5
GPR160	5
GPR174	5
RALGAPA2	5
CENPX	5
ITGAV	5
LINC00680	5
CEP85L	5
CDR2	5
GPS1	5
GPSM3	5
MFSD8	5
RASGEF1A	5
SLC35G1	5
RASSF1	5
GRAP	5
RASSF7	5
MFSD11	5
CDK6	5
VAV1	5
CDK19	5
MFSD1	5
TCF20	5
CEP89	5
QSOX1	5
ZW10	5
GNG2	5
TRAK2	5
ANKIB1	5
GNGT2	5
CHSY1	5
RAB14	5
CHST15	5
ZSCAN9	5
CHROMR	5
TRAP1	5
RAB21	5
VMA21	5
GOLGA7	5
GOLGA8B	5
CHM	5
CEP97	5
CHID1	5
CHCHD3	5
ZYX	5
MINDY2	5
CGAS	5
CFAP298	5
GPATCH1	5
RAD18	5
MIF4GD	5
CETN3	5
MIER3	5
RAD23A	5
CES2	5
RAD51B	5
PSMC2	5
PSRC1	5
TEX261	5
CREBRF	5
CYB561D2	5
FNTB	5
KBTBD2	5
THAP7	5
PPP1R16A	5
STARD3	5
CWF19L2	5
KATNB1	5
PPP1R7	5
PPP2CA	5
FPGT	5
GBE1	5
PPP2R1A	5
CUL4A	5
ZNF718	5
AK3	5
CTSB	5
LEF1	5
CTDSP1	5
FTX	5
TGFBRAP1	5
CSTF1	5
ZNF749	5
WARS2-AS1	5
CSF1	5
PRDM2	5
AKIRIN2	5
SMARCD1	5
ZNF770	5
CYB5D2	5
KBTBD4	5
AICDA	5
MTG1	5
DCLRE1A	5
DCK	5
POLR3B	5
MTIF2	5
DCAF16	5
POLRMT	5
WDR11	5
THOC7	5
FIBP	5
STAP1	5
DBF4	5
THOC5	5
AHCY	5
DAAM1	5
CYB5R4	5
THOC1	5
KCND2	5
U2AF1L5	5
PPFIA1	5
AHR	5
FKTN	5
FLAD1	5
UAP1	5
PPIE	5
CYP2R1	5
ZNF7	5
MTA2	5
KBTBD8	5
ZNF772	5
FRG1CP	5
PRKAR1B	5
MRPL20-AS1	5
TFB2M	5
GALNT3	5
LETM1	5
SMAD4	5
PRPF38B	5
PRPS1	5
COX4I1	5
CRCP	5
COX11	5
COX10	5
CPT1A	5
COQ8A	5
PSMA3	5
MRPL18	5
PSMA5	5
PSMA6	5
STAT2	5
GATD3B	5
TEX30	5
GBA	5
GALNT11	5
ZNF821	5
SMAP1	5
ZNF780B	5
GALC	5
GALE	5
LINC00662	4
KPNA4	4
SORBS3	4
TSPAN31	4
SLFN12L	4
LDAF1	4
LIMK1	4
SMU1	4
SRD5A3	4
ST3GAL6-AS1	4
SMIM19	4
SLFN12	4
SLC35A1	4
SLC26A6	4
LINC02362	4
LMBR1L	4
TTC12	4
TSSC4	4
SNX20	4
STK40	4
LENG8	4
SPG21	4
LINC01881	4
SREK1IP1	4
SQOR	4
LINC00847	4
SKIL	4
TTC33	4
STAM2	4
SLK	4
SNX8	4
SLC25A4	4
SRPRB	4
TTYH3	4
SLC24A1	4
LAMTOR5-AS1_RBM15	4
SNX5_SNORD17	4
SRP19	4
SOGA1	4
LITAF	4
SRI	4
TSPYL4	4
SLC25A13	4
LMBRD1	4
TSPAN4	4
LINC01588	4
SOD2	4
SRGAP2	4
SLC25A6	4
SLC35E2A	4
SMIM15	4
KRAS	4
LINC01806	4
LINC00158	4
SPOPL	4
SMCO4	4
SLC2A3	4
SLC35B2	4
LEPROTL1	4
TTI2	4
TTC23	4
SPINT1	4
LINC01684	4
SMG8	4
TUBB4B	4
SLC35B1	4
STRAP	4
SPIN3	4
STN1	4
SLC46A3	4
SPART	4
SNRPB	4
SPATA20	4
TTC14	4
LDLRAD4	4
SPATA5	4
SMG1P3	4
LIG4	4
SLC41A3	4
KRI1	4
SLC39A3	4
LAPTM4A	4
SLC12A9	4
TSTD1	4
LEMD3	4
SMIM14	4
SPTY2D1	4
LGALS3BP	4
LMAN1	4
SMAD1	4
SPTLC2	4
SMYD3	4
SLC2A6	4
STAG3L3	4
SMIM12	4
LINC01749	4
LINC00494	4
SLC39A7	4
SPPL2A	4
SNUPN	4
TSNARE1	4
LINC01232	4
LDHB	4
LINC00511	4
NT5C3B	4
LMBRD2	4
MTRF1L	4
PLEKHF2	4
PLEKHG1	4
PLIN3	4
PLPPR2	4
PLXNA1	4
PMPCA	4
TIGD7	4
MYB	4
MVK	4
MUC20-OT1	4
POLB	4
MZT1	4
POLE2	4
MTMR9	4
THUMPD3-AS1	4
MTMR12	4
MTMR1	4
MTM1	4
MTHFD2L	4
POM121	4
POMK	4
MTHFD1L	4
TOB2	4
N4BP2L1	4
SIRT5	4
PIP4K2A	4
NCF2	4
PHF7	4
TLR7	4
PHPT1_AJM1	4
PHYKPL	4
PIAS3	4
PIEZO1	4
PIGF	4
PIGL	4
PINX1	4
PIP4K2C	4
PLAUR	4
PIP5K1B	4
PITPNB	4
PKHD1L1	4
PLA2G4A	4
PLA2G4C	4
NADK2	4
PLAC8	4
NAALADL2-AS2	4
PLAGL2	4
NAALADL2	4
POP1	4
POR	4
MTFR1	4
MRPL45	4
PRCP	4
TGFBR1	4
MRPS7	4
PRDX5	4
PRF1	4
PRICKLE1	4
PRKAB1	4
PRKCH	4
PRKD3	4
MRPL52	4
PRPF18	4
MTFP1	4
PRPF31	4
MRPL39	4
PRPF4B	4
PRR14	4
PRR3	4
MRPL30	4
MRPL3	4
TPM3P9_ZNF761	4
PSMB1	4
MRPL13	4
PPTC7	4
MSL1	4
PPP4R4	4
TGOLN2	4
THNSL1	4
PPAT	4
MTERF3	4
THEM6	4
THEM4	4
PPIL3	4
MTA1	4
PPM1B	4
PPM1D	4
PPM1G	4
PPP1CA	4
TOPORS	4
TOR1B	4
THAP6	4
TOR2A	4
THAP4	4
THAP12	4
PPP2R5B	4
PPP2R5D	4
PPP2R5E	4
PPP3CB	4
NCK1	4
PHB	4
PHAF1	4
OTUD5	4
TMEM198B	4
NOL4	4
TMEM185A	4
OSER1	4
TMEM182	4
OSTF1	4
NOA1	4
OSTM1	4
NMRK1	4
TMEM181	4
NME2	4
PAFAH1B2	4
TMEM175	4
NLRP11	4
OXNAD1	4
P2RX4	4
TMEM167A	4
PAAF1	4
NKAPD1	4
PABIR3	4
NIPSNAP1	4
NIPA1	4
OPRL1	4
NOMO3	4
NOP14-AS1	4
TMEM67	4
NUBPL	4
TMEM267	4
NSUN5P2	4
NSUN5	4
NSUN4	4
NUDCD2	4
NSFP1_LRRC37A2	4
NSD3	4
NUDT21	4
TMEM33	4
NUP210	4
NUP42	4
NRBP1	4
TMEM41A	4
TMEM222	4
TMEM218	4
NPLOC4	4
OCLN	4
TMEM59	4
NOTCH1	4
NOSIP	4
NIN_ENSG00000270062	4
TMEM161A	4
TM7SF2	4
TNFSF10	4
PDLIM1	4
TNFAIP1	4
NDUFV1	4
PDLIM7	4
NDUFAF7	4
PEAK1	4
PEDS1	4
PEG10	4
NDST2	4
TMBIM4	4
PEX13	4
PAG1	4
NDFIP2	4
PEX14	4
PEX26	4
TNFSF13	4
PGAP1	4
PGAP3	4
PGBD2	4
