	E1	E3
32835_63572527_63582427	182.0	0.0
32835_63572548_63581036	4.0	4.0
32836_63572553_63581457	2.0	0.0
32837_63572521_63583377	0.0	5.0
32837_63572558_63582425	2.0	0.0
32838_63573031_63581455	2.0	0.0
32839_63579254_63581458	2.0	0.0
3283_160628113_160647023	30.0	29.0
32840_63572450_63583380	0.0	1234.0
32840_63572475_63582007	2.0	0.0
32840_63572481_63583587	0.0	77.0
32840_63572529_63583587	51.0	0.0
32841_63635775_63711751	3.0	0.0
32841_63635825_63714472	0.0	2.0
32841_63635839_63713998	0.0	2.0
32842_63635801_63713999	13.0	0.0
32842_63635802_63714454	19.0	0.0
32842_63635817_63714453	0.0	16.0
32842_63635822_63714787	4.0	0.0
32842_63636071_63713998	0.0	3.0
32843_63635797_63700466	0.0	5.0
32843_63635802_63700466	5.0	0.0
32844_63635799_63714453	0.0	11.0
32844_63635810_63714454	3.0	0.0
32845_63635812_63694692	17.0	0.0
32845_63635814_63694692	0.0	31.0
32846_63635777_63712327	0.0	2.0
32846_63635810_63714504	0.0	32.0
32846_63635814_63713999	12.0	0.0
32846_63635814_63714004	0.0	18.0
32846_63635814_63714453	12.0	0.0
32847_63635814_63686316	2.0	0.0
32847_63635817_63686321	0.0	6.0
32848_63635812_63714452	0.0	4.0
32848_63635822_63714454	2.0	0.0
32849_63635820_63694692	0.0	23.0
32849_63635822_63694692	32.0	0.0
3284_160628112_160647306	0.0	27.0
3284_160628113_160647151	77.0	0.0
32850_63635824_63709214	2.0	2.0
32851_63635830_63714005	2.0	0.0
32852_63635819_63686322	0.0	5.0
32852_63636074_63686320	4.0	0.0
32853_63636122_63700466	2.0	0.0
32854_63636933_63694692	2.0	0.0
32855_63635801_63714012	2.0	0.0
32856_63635801_63700466	10.0	5.0
32857_63635801_63694692	4.0	0.0
32857_63635839_63694692	0.0	2.0
32858_63635801_63694692	2.0	0.0
32858_63635834_63694692	0.0	4.0
32859_69675806_69796906	0.0	72.0
32859_69675806_69796992	96.0	0.0
3285_160635864_160647023	6.0	0.0
3285_160636831_160647044	2.0	0.0
32860_69675851_69796898	2.0	0.0
32860_69675858_69796992	0.0	2.0
32861_69866390_69894161	2.0	0.0
32862_69866555_70209283	2.0	0.0
32863_70413422_70560865	2.0	0.0
32863_70413444_70561172	11.0	0.0
32863_70413472_70560864	0.0	3.0
32863_70413472_70561170	0.0	6.0
32863_70413474_70561030	0.0	2.0
32863_70413484_70560390	0.0	2.0
32863_70413493_70560562	2.0	0.0
32864_70413428_70561172	0.0	6.0
32864_70413514_70560968	2.0	0.0
32865_70413528_70561170	4.0	0.0
32866_70413557_70538477	2.0	0.0
32867_70413484_70537340	2.0	0.0
32868_70413490_70561162	4.0	0.0
32869_70413463_70561170	0.0	4.0
32869_70413507_70561170	2.0	0.0
3286_160608108_160647056	3.0	0.0
32870_70413501_70504565	0.0	2.0
32870_70413507_70504565	2.0	0.0
32871_70413484_70561172	0.0	2.0
32871_70413510_70561172	4.0	0.0
32872_70413484_70482961	0.0	2.0
32872_70413510_70482968	2.0	0.0
32873_70566910_70588781	3.0	0.0
32874_70566921_70589563	2.0	0.0
32875_70667799_70861168	7.0	0.0
32875_70667896_70861985	6.0	0.0
32875_70667917_70861164	0.0	5.0
32875_70667917_70861985	0.0	8.0
32876_70667788_70773421	0.0	2.0
32876_70667811_70773421	10.0	0.0
32877_70667892_70704485	2.0	0.0
32877_70667912_70704488	0.0	7.0
32877_70667912_70707248	0.0	9.0
32878_70667765_70861168	0.0	18.0
32878_70667917_70861985	0.0	9.0
32878_70667918_70861173	7.0	0.0
32879_72622263_73198856	11.0	0.0
32879_72622269_73198848	0.0	11.0
3287_160608112_160647095	3.0	0.0
32880_72622269_73192604	2.0	0.0
32881_73263223_73301399	2.0	0.0
32882_73263244_73291333	2.0	0.0
32883_73394852_73417348	2.0	0.0
32884_73423710_73452279	0.0	4.0
32884_73423710_73452285	6.0	0.0
32885_73423710_73452279	0.0	6.0
32885_73423710_73452295	5.0	0.0
32886_73423710_73452297	2.0	0.0
32887_73461736_73502441	3.0	0.0
32887_73461739_73501345	0.0	2.0
32887_73461746_73501095	52.0	0.0
32887_73461746_73502281	0.0	3.0
32887_73461748_73501101	0.0	70.0
32887_73461751_73501454	0.0	7.0
32887_73461761_73502441	0.0	4.0
32887_73461782_73500906	0.0	2.0
32888_73461736_73501095	3.0	0.0
32889_73461728_73501101	0.0	2.0
32889_73461736_73501095	9.0	0.0
32889_73461739_73502281	2.0	0.0
3288_160678747_160711917	0.0	207.0
3288_160678747_160711918	494.0	0.0
32890_73461748_73501098	6.0	0.0
32890_73461782_73501099	0.0	5.0
32891_73461736_73501101	0.0	2.0
32891_73461789_73502281	2.0	0.0
32892_73517517_73521824	3.0	0.0
32893_73517517_73521032	3.0	0.0
32894_73517517_73521032	3.0	0.0
32895_73517517_73521032	2.0	0.0
32896_73517517_73523815	0.0	14.0
32896_73517518_73523844	5.0	0.0
32897_73517517_73521032	0.0	6.0
32897_73517518_73521032	4.0	0.0
32898_73517517_73521795	0.0	6.0
32898_73517518_73521575	11.0	0.0
32899_73517519_73521032	16.0	0.0
3289_160678747_160711791	3.0	0.0
328_225777825_225790458	9.0	0.0
328_225777845_225790458	0.0	4.0
32900_73515075_73521032	2.0	2.0
32900_73515751_73521032	40.0	62.0
32900_73516612_73521032	2.0	0.0
32900_73516614_73521032	0.0	5.0
32900_73517517_73521217	0.0	8450.0
32900_73517517_73521221	9410.0	0.0
32900_73517635_73521032	9.0	0.0
32900_73517683_73521032	0.0	4.0
32901_73517517_73521031	379.0	0.0
32901_73517518_73520896	0.0	2.0
32902_73593379_73653972	0.0	2.0
32902_73593379_73653992	4.0	0.0
32903_73771426_73823929	3.0	0.0
32904_73695787_73823929	0.0	90.0
32904_73695821_73823934	54.0	0.0
32904_73695825_73825062	0.0	20.0
32904_73695979_73823723	8.0	0.0
32904_73696079_73828312	0.0	9.0
32904_73696183_73828312	13.0	0.0
32905_73695821_73823927	9.0	0.0
32906_73729136_73823929	8.0	0.0
32906_73729150_73823928	0.0	6.0
32907_75237786_75243790	109.0	0.0
32907_75237786_75243792	0.0	14.0
32908_75252932_75284777	21.0	0.0
32908_75253633_75284775	0.0	8.0
32909_75252932_75284936	0.0	1122.0
32909_75252932_75284951	554.0	0.0
32909_75253466_75284777	5.0	0.0
32909_75253587_75284922	0.0	1491.0
32909_75253605_75284922	891.0	0.0
32909_75253717_75284778	8.0	0.0
32909_75253734_75284778	0.0	31.0
32909_75254360_75284803	8.0	0.0
32909_75254466_75284775	0.0	26.0
32909_75254469_75284777	18.0	0.0
32909_75254604_75284775	0.0	6.0
32909_75254604_75284777	7.0	0.0
32909_75254743_75284780	7.0	30.0
32909_75254847_75284777	42.0	0.0
32909_75255570_75284785	0.0	2.0
32909_75255742_75284778	5.0	0.0
32909_75255743_75284765	0.0	2.0
3290_160678748_160711881	43.0	0.0
3290_160678749_160711792	0.0	64.0
32910_75252932_75284770	0.0	14.0
32910_75252932_75284775	9.0	0.0
32910_75253633_75284772	0.0	21.0
32910_75253633_75284778	9.0	0.0
32911_75252932_75284785	0.0	5.0
32911_75253633_75284777	4.0	0.0
32911_75253633_75284778	0.0	5.0
32912_75285054_75298526	2.0	0.0
32913_75601847_75678971	2.0	0.0
32913_75601863_75679791	0.0	3.0
32913_75601871_75679858	5.0	0.0
32914_75601865_75715681	7.0	0.0
32914_75601869_75715906	81.0	0.0
32914_75601872_75717212	0.0	5.0
32914_75601879_75716865	0.0	3.0
32915_75601865_75698206	2.0	0.0
32916_75601865_75678973	2.0	0.0
32916_75601879_75679790	2.0	0.0
32917_75601869_75715905	5.0	0.0
32917_75601872_75715906	0.0	9.0
32918_75601869_75715906	2.0	0.0
32919_75601856_75716071	3.0	0.0
32919_75601863_75716536	4.0	0.0
32919_75601876_75715681	0.0	13.0
32919_75601879_75715906	0.0	119.0
32919_75601888_75718122	0.0	2.0
3291_160678748_160711791	8.0	0.0
32920_75601868_75698206	0.0	4.0
32920_75601876_75698206	2.0	0.0
32920_75601879_75697616	0.0	2.0
32921_75601869_75678977	0.0	3.0
32921_75601876_75679858	11.0	0.0
32922_75601874_75715681	0.0	4.0
32922_75601874_75715914	0.0	53.0
32922_75601879_75715681	4.0	0.0
32922_75601879_75715906	39.0	0.0
32922_75601879_75716536	3.0	2.0
32923_75601879_75715906	0.0	27.0
32923_75601879_75715920	17.0	0.0
32924_75601879_75715914	2.0	0.0
32925_75601856_75715877	5.0	0.0
32926_75601879_75715911	2.0	0.0
32927_75601879_75698206	2.0	0.0
32928_75601879_75633726	2.0	0.0
32929_75601856_75678975	3.0	0.0
32929_75601865_75679858	0.0	10.0
3292_160683534_160711791	2.0	2.0
32930_75601859_75715906	6.0	0.0
32931_75749188_75919538	2.0	0.0
32931_75749208_75916227	6.0	0.0
32931_75749210_75916227	0.0	9.0
32932_75749202_75881818	16.0	0.0
32932_75749238_75881818	0.0	17.0
32933_75749208_75890266	137.0	0.0
32933_75749238_75890140	19.0	39.0
32933_75749238_75890266	0.0	119.0
32934_75749202_75890266	0.0	5.0
32934_75749216_75890266	3.0	0.0
32935_78940571_78978647	2.0	0.0
32936_78940572_78967345	2.0	0.0
32937_78986828_79078284	2.0	0.0
32938_79201246_79234668	27.0	15.0
32938_79201477_79234680	4.0	0.0
32939_79201246_79234682	0.0	3.0
32939_79201248_79234738	2.0	0.0
3293_160739266_160754039	5.0	0.0
3293_160739272_160754814	35.0	0.0
3293_160739273_160754814	0.0	3.0
32940_79201246_79234658	0.0	13.0
32940_79201248_79234676	18.0	0.0
32940_79201478_79234694	2.0	0.0
32940_79201548_79234663	0.0	2.0
32941_79201478_79234700	2.0	0.0
32942_80004610_80042674	3.0	0.0
32942_80004649_80042520	0.0	290.0
32942_80004649_80042673	0.0	5.0
32942_80004649_80043579	0.0	22.0
32942_80004650_80042520	188.0	0.0
32942_80004653_80043579	13.0	0.0
32943_80004653_80042527	2.0	0.0
32944_80004653_80042527	2.0	0.0
32945_80004619_80042523	3.0	0.0
32946_80004649_80042520	27.0	0.0
32947_80106638_80345683	2.0	0.0
32947_80106640_80345095	0.0	5.0
32947_80106663_80345095	2.0	0.0
32947_80106670_80346270	119.0	201.0
32948_80106661_80346270	0.0	2.0
32948_80106670_80346270	2.0	0.0
32949_80106670_80346269	0.0	30.0
32949_80106670_80346270	18.0	0.0
3294_160739078_160754814	437.0	0.0
3294_160739093_160754047	0.0	15.0
3294_160739093_160754816	0.0	708.0
3294_160739246_160753464	8.0	3.0
3294_160739248_160753854	3.0	0.0
3294_160739248_160754165	0.0	2.0
3294_160739269_160754165	2.0	0.0
3294_160739272_160754035	42.0	0.0
3294_160739272_160754289	0.0	2.0
32950_80106679_80441746	2.0	0.0
32951_82169984_82247744	4.0	0.0
32951_82169988_82247735	0.0	6.0
32951_82170238_82247744	110.0	142.0
32952_82200585_82247744	20.0	34.0
32953_82217968_82247744	29.0	32.0
32954_82170238_82247744	0.0	33.0
32954_82170238_82247750	13.0	0.0
32955_82170238_82247744	5.0	9.0
32956_82170238_82247750	3.0	0.0
32957_82170239_82247744	0.0	2.0
32957_82170239_82247750	2.0	0.0
32958_82892469_83065829	9.0	0.0
32958_82892469_83065841	0.0	5.0
32959_83067704_83150602	2.0	0.0
3295_160739209_160754814	0.0	2.0
3295_160739271_160754814	9.0	0.0
32960_83125681_83168471	4.0	0.0
32961_83164875_83193257	0.0	9.0
32961_83164875_83193265	10.0	0.0
32961_83165478_83193274	0.0	2.0
32961_83165480_83193307	2.0	0.0
32961_83166156_83193265	2.0	0.0
32961_83166587_83193253	0.0	19.0
32961_83166587_83193257	20.0	0.0
32961_83166698_83193255	0.0	3.0
32961_83166699_83193250	2.0	0.0
32961_83167782_83193265	2.0	0.0
32961_83167782_83193271	0.0	3.0
32961_83168188_83193269	19.0	0.0
32961_83168256_83193255	0.0	13.0
32961_83168523_83193257	0.0	3.0
32961_83168910_83193257	30.0	36.0
32961_83169111_83193281	3.0	0.0
32961_83169122_83193265	0.0	4.0
32962_83169525_83193265	2.0	0.0
32963_83165477_83193263	3.0	0.0
32963_83165480_83193271	0.0	3.0
32964_83193353_83197456	2.0	0.0
32964_83193356_83196543	3.0	0.0
32964_83193358_83198930	0.0	17.0
32964_83193376_83198930	10.0	0.0
32965_83193356_83198933	2.0	0.0
32966_83193356_83198930	3.0	0.0
32966_83193367_83198934	0.0	2.0
32967_83210378_83431212	0.0	27.0
32967_83210424_83431071	3.0	0.0
32967_83211749_83431071	15.0	0.0
32967_83211749_83431217	0.0	15.0
32968_83859669_83960425	5.0	0.0
32969_83859675_83960174	0.0	2.0
32969_83859675_83960520	91.0	0.0
32969_83859675_83961641	2.0	0.0
32969_83859678_83960285	19.0	0.0
32969_83859679_83960425	0.0	128.0
32969_83859683_83960285	0.0	20.0
3296_160739272_160754817	2.0	0.0
32970_84124239_84227617	3.0	0.0
32970_84124252_84227648	0.0	3.0
32970_84124916_84227615	2.0	6.0
32971_84163141_84227654	3.0	0.0
32972_85449726_85495782	0.0	141.0
32972_85450052_85495778	12.0	0.0
32973_85505504_85593885	0.0	7.0
32973_85505504_85593914	2.0	0.0
32973_85505798_85593895	47.0	0.0
32973_85505798_85594097	0.0	66.0
32974_85505805_85593848	0.0	27.0
32974_85505805_85593877	9.0	0.0
32975_85505805_85593888	4.0	0.0
32976_85505805_85593897	9.0	0.0
32976_85505806_85593895	0.0	7.0
32977_85505796_85593885	0.0	3.0
32977_85505806_85593858	2.0	0.0
32978_85511043_85593897	5.0	0.0
32979_85511043_85593905	6.0	0.0
32979_85511043_85594011	0.0	8.0
32979_85511620_85593895	0.0	2.0
32979_85512902_85593892	2.0	0.0
3297_160739083_160754816	0.0	88.0
3297_160739246_160754040	10.0	0.0
3297_160739272_160754814	106.0	0.0
32980_85517769_85593855	0.0	2.0
32980_85517769_85593892	2.0	0.0
32981_85505504_85593855	0.0	15.0
32981_85505504_85593888	11.0	0.0
32981_85505798_85593867	0.0	285.0
32981_85505805_85593867	184.0	0.0
32982_85505797_85593875	9.0	0.0
32982_85505798_85593918	0.0	8.0
32983_85505798_85593895	2.0	0.0
32984_85505798_85593951	2.0	0.0
32985_85505798_85593931	2.0	0.0
32986_85505798_85593858	0.0	68.0
32986_85505805_85593856	25.0	0.0
32987_85608108_85642936	4.0	0.0
32987_85611255_85642886	77.0	0.0
32988_85608331_85642946	0.0	11.0
32988_85608334_85642947	9.0	0.0
32988_85611089_85642976	3.0	0.0
32988_85611092_85642936	0.0	10.0
32988_85611255_85642974	18.0	0.0
32988_85611261_85642936	0.0	37.0
32988_85611409_85642951	0.0	2.0
32989_85611263_85643857	0.0	6.0
32989_85611321_85643855	5.0	0.0
32989_85612568_85643847	9.0	0.0
3298_160739272_160754813	18.0	0.0
3298_160739272_160754814	0.0	24.0
32990_85608335_85642969	2.0	0.0
32990_85611084_85642963	0.0	5.0
32990_85611254_85642978	0.0	8.0
32990_85611322_85642924	2.0	0.0
32990_85612568_85642951	0.0	3.0
32991_85611322_85637103	2.0	0.0
32992_85611323_85624103	2.0	0.0
32993_85608324_85642936	59.0	78.0
32993_85610268_85642932	2.0	0.0
32993_85610270_85642932	0.0	8.0
32993_85610485_85642916	0.0	10.0
32993_85610488_85642976	3.0	0.0
32993_85611014_85642936	24.0	0.0
32993_85611089_85642936	0.0	60.0
32993_85611260_85642936	0.0	195.0
32993_85611409_85642886	0.0	3.0
32993_85611409_85642957	3.0	0.0
32993_85612568_85642936	0.0	47.0
32993_85612579_85642932	28.0	0.0
32994_85612569_85642954	2.0	0.0
32994_85614107_85642936	5.0	6.0
32994_85614209_85642951	33.0	0.0
32994_85614214_85642936	0.0	77.0
32994_85614535_85642945	0.0	4.0
32994_85614536_85642930	6.0	0.0
32995_85614205_85643855	4.0	0.0
32996_85614206_85642936	7.0	0.0
32996_85614219_85642947	0.0	19.0
32996_85614535_85642936	0.0	2.0
32997_85675414_85678736	3.0	0.0
32998_85677080_85678736	8.0	0.0
32998_85677082_85678733	0.0	8.0
32999_87155566_87258814	0.0	2.0
32999_87155566_87258871	15.0	0.0
32999_87155566_87260633	0.0	42.0
32999_87155568_87259033	3.0	0.0
32999_87155568_87259505	0.0	6.0
32999_87155568_87259782	10.0	0.0
32999_87155575_87258691	10.0	0.0
32999_87155575_87260628	42.0	0.0
3299_160739076_160754816	0.0	62.0
3299_160739272_160754814	42.0	0.0
329_225777846_225790457	2.0	0.0
32_206557194_206589267	370.0	0.0
32_206557203_206588976	5.0	0.0
32_206557207_206589267	0.0	441.0
32_206557255_206588735	3.0	0.0
32_206557274_206588976	0.0	7.0
32_206557274_206590066	2.0	0.0
33000_87155545_87260633	6.0	0.0
33000_87155560_87259169	2.0	0.0
33000_87155575_87255085	2.0	0.0
33000_87155578_87259169	0.0	2.0
33001_87155564_87260633	3.0	0.0
33001_87155580_87258814	2.0	0.0
33002_87233319_87260628	2.0	0.0
33003_87322587_87340579	4.0	0.0
33003_87322590_87341756	3.0	3.0
33003_87322608_87342317	0.0	4.0
33004_87472976_87512330	12.0	10.0
33005_87472976_87512330	3.0	5.0
33006_87513939_87589975	5.0	0.0
33006_87513940_87589987	0.0	7.0
33007_87513939_87589977	2.0	0.0
33008_87513939_87589987	15.0	0.0
33008_87513940_87589989	0.0	11.0
33008_87514384_87589987	34.0	33.0
33009_87513939_87589977	0.0	5.0
33009_87513940_87590015	2.0	0.0
3300_160739272_160754813	25.0	57.0
33010_87514380_87589987	25.0	0.0
33010_87514384_87589977	0.0	18.0
33011_87519540_87589975	2.0	0.0
33012_87590124_87667446	4.0	0.0
33012_87590144_87667447	0.0	4.0
33013_87590129_87667448	9.0	0.0
33013_87590134_87667448	0.0	9.0
33014_87590134_87667448	143.0	0.0
33015_87590134_87677821	2.0	0.0
33016_87590134_87665895	15.0	0.0
33017_87590153_87667448	8.0	0.0
33018_87674861_87702257	0.0	101.0
33018_87674862_87702236	94.0	0.0
33018_87675251_87702236	0.0	9.0
33019_87698403_87702234	4.0	5.0
3301_160739246_160754814	0.0	2.0
3301_160739272_160754813	7.0	0.0
33020_88662481_88670907	5.0	0.0
33021_88662482_88670904	2.0	0.0
33022_88609897_88963616	8.0	0.0
33022_88609897_88963618	0.0	7.0
33022_88610269_88963613	249.0	0.0
33022_88610269_88963721	0.0	373.0
33022_88610939_88963615	49.0	0.0
33022_88610939_88963618	0.0	62.0
33022_88611405_88963611	0.0	35.0
33022_88611405_88963621	17.0	0.0
33022_88612066_88963618	0.0	34.0
33022_88612079_88963618	16.0	0.0
33022_88612695_88963611	0.0	3.0
33022_88612695_88963618	4.0	0.0
33023_88610272_88963616	9.0	0.0
33024_88610272_88963618	3.0	0.0
33024_88610273_88963618	0.0	4.0
33025_88610272_88963618	6.0	12.0
33025_88611405_88963614	0.0	3.0
33026_88610272_88963613	0.0	10.0
33026_88610272_88963618	11.0	0.0
33027_88610272_88963618	4.0	0.0
33027_88612426_88963618	0.0	2.0
33028_88610270_88614612	0.0	4.0
33028_88610272_88614608	6.0	0.0
33029_89080750_89084830	0.0	2.0
33029_89080750_89084833	6.0	0.0
3302_160739248_160754816	0.0	2.0
3302_160739272_160754810	5.0	0.0
33030_89081812_89084833	7.0	0.0
33031_89146051_89164769	3.0	0.0
33031_89146070_89164769	0.0	3.0
33031_89146078_89165564	0.0	5.0
33031_89146082_89165567	4.0	0.0
33032_89146056_89164529	0.0	5.0
33032_89146072_89164768	0.0	12.0
33032_89146076_89164768	8.0	0.0
33032_89146078_89165563	30.0	0.0
33032_89146089_89165563	0.0	28.0
33033_89326624_89352865	7.0	0.0
33033_89326625_89352777	0.0	7.0
33033_89327140_89352717	2.0	0.0
33033_89327140_89352862	0.0	10.0
33033_89327637_89352798	0.0	2.0
33033_89327640_89352858	4.0	0.0
33033_89328070_89352830	0.0	8.0
33033_89328070_89352842	11.0	0.0
33034_89326625_89352858	294.0	0.0
33034_89326625_89352867	0.0	533.0
33034_89326901_89352902	0.0	8.0
33034_89326984_89352833	13.0	0.0
33034_89327038_89352813	0.0	5.0
33034_89327140_89352839	122.0	0.0
33034_89327140_89352847	0.0	348.0
33034_89327639_89352809	0.0	114.0
33034_89327645_89352858	82.0	0.0
33034_89328070_89352835	343.0	0.0
33034_89328070_89352851	0.0	500.0
33034_89328796_89352769	2.0	0.0
33034_89329331_89352845	0.0	16.0
33034_89329331_89352871	17.0	0.0
33034_89329611_89352798	0.0	13.0
33034_89329612_89352760	25.0	0.0
33035_89326621_89352875	13.0	0.0
33035_89326625_89352842	0.0	14.0
33035_89327140_89352763	2.0	0.0
33035_89327140_89352778	0.0	5.0
33035_89327647_89352833	0.0	2.0
33035_89328070_89352778	0.0	14.0
33035_89328070_89352871	26.0	0.0
33035_89329610_89352725	0.0	2.0
33036_89330160_89352833	0.0	3.0
33036_89331449_89352780	0.0	2.0
33036_89331450_89352774	2.0	0.0
33037_89364998_89412117	19.0	0.0
33037_89365005_89412096	0.0	4.0
33037_89367874_89412161	4.0	0.0
33038_89632225_89638747	0.0	2.0
33038_89633843_89638731	0.0	6.0
33038_89633843_89638747	3.0	0.0
33038_89634218_89638742	6.0	0.0
33038_89634219_89638747	0.0	13.0
33038_89635218_89638747	0.0	5.0
33039_89633843_89638747	0.0	2.0
33039_89634217_89638742	0.0	6.0
33039_89634222_89638745	2.0	0.0
3303_160739273_160754813	2.0	2.0
33040_89642776_89662969	9.0	0.0
33041_89829870_89862795	5.0	0.0
33042_89829908_89862795	5.0	0.0
33043_89854807_89862795	5.0	0.0
33044_90513573_90587072	2.0	0.0
33044_90513581_90587072	0.0	9.0
33044_90515295_90587068	0.0	2.0
33044_90515633_90587236	99.0	0.0
33044_90515633_90587244	0.0	173.0
33044_90515781_90587072	23.0	23.0
33045_90515633_90587068	0.0	8.0
33045_90515781_90587075	3.0	0.0
33046_90513581_90587072	2.0	0.0
33047_90513581_90587069	0.0	2.0
33047_90514852_90587089	0.0	2.0
33047_90515633_90587241	54.0	0.0
33047_90515634_90587236	0.0	46.0
33047_90515781_90587071	19.0	0.0
33047_90515781_90587235	0.0	16.0
33048_90515685_90587091	5.0	0.0
33048_90515780_90587072	0.0	3.0
33049_90515705_90587089	2.0	0.0
3304_160739273_160754814	3.0	0.0
33050_90515705_90587072	0.0	3.0
33050_90515779_90587091	2.0	0.0
33051_95577496_95608035	0.0	2.0
33051_95577509_95607763	0.0	128.0
33051_95577514_95607358	0.0	2.0
33051_95577522_95607741	78.0	0.0
33051_95577532_95609483	0.0	228.0
33051_95577534_95609450	109.0	0.0
33052_95577590_95607711	2.0	0.0
33053_96521811_96555396	0.0	7.0
33053_96521820_96555046	0.0	5.0
33053_96521829_96555273	83.0	126.0
33053_96521840_96555046	5.0	0.0
33054_96525379_96538805	3.0	0.0
33055_96521811_96549797	7.0	0.0
33055_96521818_96549797	0.0	7.0
33056_96521822_96540637	18.0	0.0
33057_96794125_96837515	0.0	7.0
33057_96794605_96837515	2.0	23.0
33057_96798288_96837529	0.0	3.0
33058_96889313_96897874	3.0	0.0
33058_96889315_96897864	0.0	17.0
33058_96891014_96897862	14.0	8.0
33059_96924828_97140754	2.0	0.0
3305_160739248_160754816	0.0	7.0
3305_160739273_160754814	9.0	0.0
33060_97142159_97283236	4.0	0.0
33060_97146534_97283218	0.0	44.0
33060_97146536_97283216	28.0	0.0
33061_97146530_97283224	2.0	0.0
33062_97146534_97283218	3.0	0.0
33063_97146536_97283224	5.0	0.0
33064_97146537_97283218	4.0	0.0
33065_98874079_98947949	0.0	11.0
33065_98874079_98947986	8.0	0.0
33066_99369401_99394195	0.0	4.0
33066_99369406_99394206	7.0	0.0
33067_99369406_99394198	16.0	0.0
33067_99369406_99394200	0.0	5.0
33068_99369472_99394185	2.0	0.0
33069_99424918_99432318	8.0	0.0
33069_99424918_99432321	0.0	13.0
33069_99424921_99432770	0.0	2.0
3306_160739273_160754813	2.0	0.0
33070_99399966_99425315	3.0	0.0
33071_99410358_99425303	0.0	4.0
33071_99410359_99425303	6.0	0.0
33071_99411810_99425315	9.0	0.0
33072_99411810_99425315	3.0	0.0
33073_99401473_99425303	15.0	0.0
33073_99401473_99425308	0.0	13.0
33073_99401602_99425303	2.0	0.0
33074_99401473_99425303	6.0	0.0
33075_99402543_99425311	0.0	4.0
33075_99402552_99425298	5.0	0.0
33076_99408152_99425303	14.0	6.0
33077_99408191_99425303	2.0	0.0
33078_99432323_99515418	2.0	0.0
33078_99432323_99515423	0.0	3.0
33078_99432439_99515422	10.0	0.0
33078_99432440_99515423	0.0	9.0
33078_99434137_99515418	0.0	2.0
33078_99435202_99515418	9.0	0.0
33078_99435202_99515422	0.0	4.0
33079_99482261_99515418	3.0	0.0
3307_160739248_160754814	7.0	0.0
3307_160739272_160754816	0.0	13.0
33080_99432323_99515434	2.0	0.0
33080_99432439_99515418	0.0	3.0
33080_99432441_99515438	4.0	0.0
33080_99435202_99515474	0.0	2.0
33081_99432439_99515438	2.0	0.0
33082_99435210_99515418	2.0	0.0
33083_99460798_99515418	0.0	6.0
33083_99460798_99515438	2.0	0.0
33084_99542387_99568814	307.0	0.0
33084_99542388_99568814	0.0	526.0
33084_99543475_99568660	5.0	0.0
33085_99542387_99568740	0.0	3.0
33085_99542388_99568660	2.0	0.0
33085_99543801_99568660	12.0	5.0
33086_99542387_99568663	4.0	0.0
33087_99542387_99568660	8.0	10.0
33088_99542387_99568799	2.0	0.0
33088_99542387_99568813	0.0	3.0
33089_99542387_99568660	3.0	0.0
3308_160796095_160802691	2.0	0.0
33090_99542387_99568663	2.0	0.0
33091_99542390_99568660	2.0	0.0
33092_100508217_100881329	0.0	24.0
33092_100508217_100881364	9.0	0.0
33092_100508720_100881329	190.0	0.0
33092_100508735_100881366	0.0	269.0
33092_100509148_100881329	0.0	2.0
33093_100647290_100881356	0.0	71.0
33093_100647290_100881364	38.0	0.0
33094_100767162_100881364	4.0	0.0
33095_100800377_100881359	4.0	0.0
33096_100856303_100881310	0.0	26.0
33096_100856303_100881335	7.0	0.0
33096_100856463_100881301	0.0	2.0
33097_100864155_100881335	4.0	0.0
33098_100508217_100881329	2.0	0.0
33098_100508735_100881335	0.0	7.0
33098_100508735_100881364	3.0	0.0
33099_100508217_100881301	0.0	2.0
33099_100508735_100881301	0.0	4.0
33099_100508735_100881356	3.0	0.0
3309_160796161_160828249	5.0	0.0
330_225777825_225790346	5.0	0.0
330_225777845_225789812	0.0	2.0
330_225777845_225789822	5.0	0.0
330_225777845_225790458	0.0	265.0
330_225777846_225790458	304.0	0.0
330_225777847_225790346	0.0	3.0
33100_100508735_100881270	2.0	0.0
33101_100647279_100881364	2.0	0.0
33102_104728092_104859892	3.0	0.0
33102_104728092_104859900	0.0	2.0
33102_104728921_104859872	0.0	3.0
33103_104728094_104859911	2.0	0.0
33103_104728095_104859899	0.0	2.0
33104_104728095_104859877	0.0	25.0
33104_104728095_104859899	25.0	0.0
33104_104728454_104859907	4.0	0.0
33104_104728458_104859899	0.0	5.0
33104_104728744_104859907	5.0	0.0
33104_104728744_104859919	0.0	7.0
33104_104728918_104859899	9.0	0.0
33104_104728920_104859892	0.0	12.0
33105_105277632_105403126	252.0	0.0
33105_105277726_105403131	0.0	267.0
33105_105277768_105403082	42.0	0.0
33106_105277726_105403082	13.0	0.0
33107_105277726_105403025	2.0	0.0
33108_105322259_105403082	18.0	47.0
33109_106086335_106100590	2.0	0.0
33109_106086338_106100590	0.0	5.0
3310_160796173_160828249	8.0	2.0
33110_106086360_106107182	2.0	0.0
33111_106184490_106325659	0.0	10.0
33111_106184490_106325815	12.0	0.0
33111_106185233_106325780	0.0	4.0
33111_106185725_106325789	0.0	2.0
33111_106185920_106325770	0.0	33.0
33111_106185920_106325783	45.0	0.0
33112_106184490_106325788	0.0	4.0
